# data are given in AMPL format
# for indexed parameters, the indexes are given before the value

param m := 3 ;
param n := 48 ;

param p :=
1	1	48.47
1	2	49.81
1	3	53.65
1	4	52.48
1	5	47.25
1	6	47.18
1	7	40.24
1	8	38.56
1	9	37.55
1	10	36.56
1	11	39.25
1	12	41.23
1	13	45.68
1	14	44.83
1	15	48.87
1	16	50.73
1	17	45.01
1	18	48.87
1	19	44.41
1	20	42.59
1	21	46.15
1	22	46.19
1	23	54.83
1	24	60.57
1	25	58.75
1	26	59.88
1	27	58.03
1	28	59.72
1	29	55.94
1	30	52.55
1	31	59.43
1	32	61.01
1	33	63.07
1	34	64.91
1	35	63.27
1	36	61.55
1	37	58.82
1	38	55.67
1	39	46.13
1	40	47.03
1	41	48.91
1	42	45.87
1	43	46.95
1	44	46.71
1	45	46.08
1	46	45.77
1	47	45.25
1	48	39.33
2	1	52.18
2	2	51.6
2	3	55.14
2	4	55.84
2	5	49.96
2	6	52.16
2	7	47.12
2	8	42.4
2	9	38.9
2	10	41.24
2	11	42.51
2	12	46.33
2	13	52.32
2	14	48.27
2	15	53.35
2	16	50.94
2	17	47.7
2	18	48.96
2	19	45.16
2	20	44.03
2	21	47.4
2	22	41.34
2	23	51.46
2	24	59.84
2	25	60.6
2	26	55.7
2	27	54.58
2	28	57.71
2	29	52.57
2	30	59.08
2	31	69.78
2	32	69.28
2	33	74.56
2	34	71.87
2	35	72.77
2	36	70.17
2	37	64.53
2	38	62.36
2	39	53.9
2	40	53.72
2	41	59.55
2	42	56
2	43	51.97
2	44	53.69
2	45	52.36
2	46	52.16
2	47	47.28
2	48	41.08
3	1	48.6
3	2	48.6
3	3	48.6
3	4	48.6
3	5	48.6
3	6	48.6
3	7	48.6
3	8	48.6
3	9	48.6
3	10	48.6
3	11	48.6
3	12	48.6
3	13	48.6
3	14	48.6
3	15	48.6
3	16	48.6
3	17	48.6
3	18	48.6
3	19	48.6
3	20	48.6
3	21	48.6
3	22	48.6
3	23	48.6
3	24	48.6
3	25	48.6
3	26	48.6
3	27	48.6
3	28	48.6
3	29	48.6
3	30	48.6
3	31	48.6
3	32	48.6
3	33	48.6
3	34	48.6
3	35	48.6
3	36	48.6
3	37	48.6
3	38	48.6
3	39	48.6
3	40	48.6
3	41	48.6
3	42	48.6
3	43	48.6
3	44	48.6
3	45	48.6
3	46	48.6
3	47	48.6
3	48	48.6

;
